Question,Gold Standard Entities,Gold Standard Relations,FALCON_Entities,P_E,R_E,FALCON_Relations,P_R,R_R
Who is the person whose child performed with Tony Bennett?,['http://dbpedia.org/resource/Tony_Bennett'],"['http://dbpedia.org/ontology/child', 'http://dbpedia.org/property/associatedActs']",['http://dbpedia.org/resource/Tony_Bennett'],1.0,1.0,['http://dbpedia.org/ontology/artist'],0.0,0.0
Name the rivers originating from an English speaking nation?,['http://dbpedia.org/resource/English_language'],"['http://dbpedia.org/ontology/officialLanguage', 'http://dbpedia.org/ontology/sourceCountry']",['http://aksw.org/notInWiki/English'],0.0,0.0,['http://dbpedia.org/ontology/production'],0.0,0.0
Which TV show is related to The Sarah Jane Adventures and theme music is composed by  Ron Grainer?,"['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Ron_Grainer']","['http://dbpedia.org/ontology/related', 'http://dbpedia.org/property/themeMusicComposer']","['http://dbpedia.org/resource/The_Sarah_Jane_Adventures', 'http://dbpedia.org/resource/Ron_Grainer']",1.0,1.0,"['http://dbpedia.org/ontology/related', 'http://dbpedia.org/ontology/composer']",0.5,0.5
List the notable work of David Isaacs (writer)?,['http://dbpedia.org/resource/David_Isaacs_(writer)'],['http://dbpedia.org/ontology/notableWork'],['http://aksw.org/notInWiki/DavidIsaacs'],0.0,0.0,[],0,0.0
Who was in military unit which played the role of Air interdiction?,['http://dbpedia.org/resource/Air_interdiction'],"['http://dbpedia.org/ontology/militaryUnit', 'http://dbpedia.org/property/role']",[],0,0.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
Which cities were in the TV Show which came after The Ultimate Fighter: Brazil 2?,['http://dbpedia.org/resource/The_Ultimate_Fighter:_Brazil_2'],"['http://dbpedia.org/ontology/subsequentWork', 'http://dbpedia.org/property/city']","['http://dbpedia.org/resource/The_Ultimate_Fighter:_Brazil_2', 'http://aksw.org/notInWiki/theTVShow']",0.5,1.0,[],0,0.0
Tirana is the largest city of which country?,['http://dbpedia.org/resource/Tirana'],['http://dbpedia.org/ontology/largestCity'],[],0,0.0,[],0,0.0
List the movies whose music composer is often associated with Jon and Vangelis.,['http://dbpedia.org/resource/Jon_and_Vangelis'],"['http://dbpedia.org/ontology/musicComposer', 'http://dbpedia.org/property/associatedActs']","['http://dbpedia.org/resource/Vangelis', 'http://dbpedia.org/resource/Book_of_Jonah']",0.0,0.0,['http://dbpedia.org/ontology/associatedBand'],0.0,0.0
How many teams have used the stadium which hosted the WCW mayhem?,['http://dbpedia.org/resource/WCW_Mayhem'],"['http://dbpedia.org/ontology/tenant', 'http://dbpedia.org/property/venue']",['http://dbpedia.org/resource/World_Championship_Wrestling'],0.0,0.0,['http://dbpedia.org/ontology/established'],0.0,0.0
Marika Gombitov makes songs in which languages?,['http://dbpedia.org/resource/Marika_Gombitová'],"['http://dbpedia.org/property/artist', 'http://dbpedia.org/property/language']",['http://aksw.org/notInWiki/marikaGombitov'],0.0,0.0,[],0,0.0
What is the area of the broadcast network which has the affiliation with 9TV?,['http://dbpedia.org/resource/9TV'],"['http://dbpedia.org/property/affiliation', 'http://dbpedia.org/property/area']",[],0,0.0,[],0,0.0
Was the Army Air Corps honored for the battle of Iraq?,"['http://dbpedia.org/resource/Army_Air_Corps_(United_Kingdom)', 'http://dbpedia.org/resource/Iraq']",['http://dbpedia.org/property/battleHonours'],"['http://aksw.org/notInWiki/theArmyAirCorps', 'http://dbpedia.org/resource/Iraq']",0.5,0.5,['http://dbpedia.org/property/honoredIn'],0.0,0.0
What is the debut team of the american football player who studied in North Fort Myers High School?,['http://dbpedia.org/resource/North_Fort_Myers_High_School'],"['http://dbpedia.org/ontology/highschool', 'http://dbpedia.org/property/debutteam']","['http://dbpedia.org/resource/North_Fort_Myers_High_School', 'http://aksw.org/notInWiki/american']",0.5,1.0,['http://dbpedia.org/ontology/course'],0.0,0.0
How many people have played for a club whose coach is Fred Hoiberg?,['http://dbpedia.org/resource/Fred_Hoiberg'],"['http://dbpedia.org/ontology/coach', 'http://dbpedia.org/property/team']",['http://dbpedia.org/resource/Fred_Hoiberg'],1.0,1.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
What is the mascot of the handball teams in the Turkish Handball Super League?,['http://dbpedia.org/resource/Turkish_Handball_Super_League'],"['http://dbpedia.org/ontology/league', 'http://dbpedia.org/property/mascot']","['http://aksw.org/notInWiki/HandballSuperLeague', 'http://aksw.org/notInWiki/Turkish']",0.0,0.0,[],0,0.0
Name the TV show distributed by Broadcast Syndication and is broadcasted by comedy central ?,"['http://dbpedia.org/resource/Broadcast_syndication', 'http://dbpedia.org/resource/Comedy_Central']","['http://dbpedia.org/ontology/distributor', 'http://dbpedia.org/property/network']",['http://aksw.org/notInWiki/BroadcastSyndication'],0.0,0.0,"['http://dbpedia.org/ontology/distributor', 'http://dbpedia.org/ontology/speaker']",0.5,0.5
How many relatives are there of people fought in the Battle of the Bulge?,['http://dbpedia.org/resource/Battle_of_the_Bulge'],"['http://dbpedia.org/ontology/relation', 'http://dbpedia.org/property/battles']",['http://aksw.org/notInWiki/theBattleoftheBulge'],0.0,0.0,[],0,0.0
Is Truth prevails the national motto of Czechoslovakia?,"['http://dbpedia.org/resource/Czechoslovakia', 'http://dbpedia.org/resource/Truth_prevails']",['http://dbpedia.org/property/nationalMotto'],['http://dbpedia.org/resource/Czechoslovakia'],1.0,0.5,['http://dbpedia.org/ontology/name'],0.0,0.0
What band made The trial and One of these days song?,"['http://dbpedia.org/resource/The_Trial_(song)', 'http://dbpedia.org/resource/One_of_These_Days_(instrumental)']","['http://dbpedia.org/ontology/musicalArtist', 'http://dbpedia.org/property/artist']",['http://dbpedia.org/resource/1_(number)'],0.0,0.0,[],0,0.0
What is Bob Adams (American football) known for?,['http://dbpedia.org/resource/Bob_Adams_(American_football)'],['http://dbpedia.org/property/knownFor'],"['http://aksw.org/notInWiki/BobAdams', 'http://aksw.org/notInWiki/American']",0.0,0.0,[],0,0.0
Who was the bronze medalist of Swimming at the 2008 Summer Olympics  Men's 400 metre individual medley ?,"[""http://dbpedia.org/resource/Swimming_at_the_2008_Summer_Olympics_–_Men's_400_metre_individual_medley""]",['http://dbpedia.org/ontology/bronzeMedalist'],"[""http://aksw.org/notInWiki/SummerOlympicsMen's"", 'http://aksw.org/notInWiki/400metre', 'http://aksw.org/notInWiki/2008']",0.0,0.0,[],0,0.0
Which football players have Newell's Old Boys as youthclub?,"[""http://dbpedia.org/resource/Newell's_Old_Boys""]",['http://dbpedia.org/property/youthclubs'],['http://aksw.org/notInWiki/Newell'],0.0,0.0,[],0,0.0
Which country's people work in the Birdman enterprises?,['http://dbpedia.org/resource/Birdman_Enterprises'],"['http://dbpedia.org/ontology/institution', 'http://dbpedia.org/property/nationality']",['http://aksw.org/notInWiki/Birdman'],0.0,0.0,['http://dbpedia.org/ontology/volume'],0.0,0.0
"List the sports associated with Mariveles, Bataan?","['http://dbpedia.org/resource/Mariveles,_Bataan']","['http://dbpedia.org/ontology/sport', 'http://dbpedia.org/property/city']","['http://aksw.org/notInWiki/Mariveles', 'http://dbpedia.org/resource/Bataan']",0.0,0.0,['http://dbpedia.org/ontology/related'],0.0,0.0
Which team of Dan Shamash is also the debutant team of John Estes ?,"['http://dbpedia.org/resource/John_Estes', 'http://dbpedia.org/resource/Dan_Shamash']","['http://dbpedia.org/ontology/debutTeam', 'http://dbpedia.org/ontology/team']","['http://dbpedia.org/resource/Dan_Shamash', 'http://dbpedia.org/resource/John_Estes']",1.0,1.0,[],0,0.0
Who is the tenant of the home stadium of Toronto Phantoms?,['http://dbpedia.org/resource/Toronto_Phantoms'],"['http://dbpedia.org/ontology/tenant', 'http://dbpedia.org/property/arena']",['http://dbpedia.org/resource/Toronto_Phantoms'],1.0,1.0,[],0,0.0
Does the little colorado river flow in the Grand Canyon?,"['http://dbpedia.org/resource/Little_Colorado_River', 'http://dbpedia.org/resource/Grand_Canyon']",['http://dbpedia.org/ontology/mouthMountain'],['http://aksw.org/notInWiki/theGrandCanyon'],0.0,0.0,[],0,0.0
Which educational institution of Jack Mcgregor is also the alma mater of Donn barber ?,"['http://dbpedia.org/resource/Jack_McGregor', 'http://dbpedia.org/resource/Donn_Barber']","['http://dbpedia.org/ontology/education', 'http://dbpedia.org/ontology/education']","['http://aksw.org/notInWiki/JackMcgregor', 'http://dbpedia.org/resource/Donn']",0.0,0.0,[],0,0.0
How many religions are followed by the people in the Royal Thai Army?,['http://dbpedia.org/resource/Royal_Thai_Army'],"['http://dbpedia.org/ontology/militaryBranch', 'http://dbpedia.org/ontology/religion']",['http://aksw.org/notInWiki/theRoyalThaiArmy'],0.0,0.0,[],0,0.0
What company made facebook messenger and is the platform where Words of Gold can be played?,"['http://dbpedia.org/resource/Words_of_Gold', 'http://dbpedia.org/resource/Facebook_Messenger']","['http://dbpedia.org/ontology/computingPlatform', 'http://dbpedia.org/property/developer']",[],0,0.0,['http://dbpedia.org/ontology/portrayer'],0.0,0.0
What is the common party of the Manthena Venkata Raju and  B. Shiva Rao?,"['http://dbpedia.org/resource/Manthena_Venkata_Raju', 'http://dbpedia.org/resource/B._Shiva_Rao']","['http://dbpedia.org/ontology/party', 'http://dbpedia.org/property/party']","['http://aksw.org/notInWiki/theManthenaVenkataRaju', 'http://dbpedia.org/resource/B._Shiva_Rao']",0.5,0.5,[],0,0.0
In which cities can the beverage related to Barq's be found?,"[""http://dbpedia.org/resource/Barq's""]","['http://dbpedia.org/ontology/related', 'http://dbpedia.org/property/locationCity']",['http://dbpedia.org/resource/Barq'],0.0,0.0,['http://dbpedia.org/ontology/related'],1.0,0.5
In which city is  Arsenal Cider House ? located ?,['http://dbpedia.org/resource/Arsenal_Cider_House'],['http://dbpedia.org/property/locationCity'],['http://dbpedia.org/resource/Arsenal_Cider_House'],1.0,1.0,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
From which state do the White Plum Asangas come?,['http://dbpedia.org/resource/White_Plum_Asanga'],"['http://dbpedia.org/ontology/religion', 'http://dbpedia.org/ontology/stateOfOrigin']",['http://aksw.org/notInWiki/theWhitePlumAsangas'],0.0,0.0,[],0,0.0
List the ceremonial county of East Tilbury ?,['http://dbpedia.org/resource/East_Tilbury'],['http://dbpedia.org/ontology/ceremonialCounty'],['http://dbpedia.org/resource/East_Tilbury'],1.0,1.0,[],0,0.0
How many people are there who have relationship with Kennedy family?,['http://dbpedia.org/resource/Kennedy_family'],['http://dbpedia.org/ontology/relation'],['http://aksw.org/notInWiki/Kennedy'],0.0,0.0,[],0,0.0
Which board game can be said as a mind based game?,"['http://dbpedia.org/resource/Board_game', 'http://dbpedia.org/resource/Mind_sport']","['http://dbpedia.org/ontology/genre', 'http://dbpedia.org/ontology/genre']",[],0,0.0,['http://dbpedia.org/ontology/basedOn'],0.0,0.0
Was GM first aired in Albania?,"['http://dbpedia.org/resource/Gümüş_(TV_series)', 'http://dbpedia.org/resource/Albania']",['http://dbpedia.org/property/firstAired'],"['http://dbpedia.org/resource/Albania', 'http://dbpedia.org/resource/For_Inspiration_and_Recognition_of_Science_and_Technology', 'http://dbpedia.org/resource/.gm']",0.3333333333333333,0.5,['http://dbpedia.org/ontology/person'],0.0,0.0
"In which ice hockey league, did the team coached by Joel Quenneville win?",['http://dbpedia.org/resource/Joel_Quenneville'],"['http://dbpedia.org/property/headCoach', 'http://dbpedia.org/property/champion']",['http://dbpedia.org/resource/Joel_Quenneville'],1.0,1.0,"['http://dbpedia.org/ontology/coachedTeam', 'http://dbpedia.org/ontology/award']",0.0,0.0
What is the official residence of the Lula J. Davis which is also the death location of the John McTaggart (jockey) ?,"['http://dbpedia.org/resource/Lula_J._Davis', 'http://dbpedia.org/resource/John_McTaggart_(jockey)']","['http://dbpedia.org/ontology/residence', 'http://dbpedia.org/ontology/deathPlace']","['http://aksw.org/notInWiki/theLulaJDavis', 'http://aksw.org/notInWiki/JohnMcTaggart']",0.0,0.0,[],0,0.0
How many games have a publisher based in US?,['http://dbpedia.org/resource/United_States'],"['http://dbpedia.org/ontology/location', 'http://dbpedia.org/ontology/publisher']",['http://aksw.org/notInWiki/US'],0.0,0.0,['http://dbpedia.org/ontology/basedOn'],0.0,0.0
How many fictional characters were humans?,['http://dbpedia.org/resource/Human'],['http://dbpedia.org/ontology/species'],[],0,0.0,[],0,0.0
Where was James H. Fields buried ?,['http://dbpedia.org/resource/James_H._Fields'],['http://dbpedia.org/property/placeofburial'],['http://dbpedia.org/resource/James_H._Fields'],1.0,1.0,['http://dbpedia.org/ontology/weight'],0.0,0.0
Is Julia Gillard a part of monarch of elizabeth 2?,"['http://dbpedia.org/resource/Julia_Gillard', 'http://dbpedia.org/resource/Elizabeth_II']",['http://dbpedia.org/property/monarch'],"['http://dbpedia.org/resource/Julia_Gillard', 'http://aksw.org/notInWiki/2']",0.5,0.5,[],0,0.0
"Which cities come in the course of the river, into which Big Creek around Texas flows too?",['http://dbpedia.org/resource/Big_Creek_(Texas_Co._Missouri)'],"['http://dbpedia.org/ontology/rightTributary', 'http://dbpedia.org/ontology/city']","['http://aksw.org/notInWiki/BigCreek', 'http://dbpedia.org/resource/Texas']",0.0,0.0,['http://dbpedia.org/ontology/person'],0.0,0.0
Where are INKAS located which is also the state of origin for Jojo Chintoh ?,"['http://dbpedia.org/resource/Jojo_Chintoh', 'http://dbpedia.org/resource/INKAS']","['http://dbpedia.org/ontology/stateOfOrigin', 'http://dbpedia.org/property/locations']",['http://dbpedia.org/resource/Jojo_Chintoh'],1.0,0.5,['http://dbpedia.org/ontology/locatedInArea'],0.0,0.0
Who wrote the frost king?,['http://dbpedia.org/resource/The_Frost_King'],['http://dbpedia.org/ontology/author'],[],0,0.0,['http://dbpedia.org/ontology/composer'],0.0,0.0
How many other key people are there of the non-profit organisations whose key people is Hillary Clinton ?,['http://dbpedia.org/resource/Hillary_Clinton'],"['http://dbpedia.org/property/keyPeople', 'http://dbpedia.org/property/keyPeople']",['http://dbpedia.org/resource/Hillary_Clinton'],1.0,1.0,[],0,0.0
How many races have the horses bred by Jacques Van't Hart participated in?,"[""http://dbpedia.org/resource/Jacques_Van't_Hart""]","['http://dbpedia.org/ontology/breeder', 'http://dbpedia.org/property/race']","[""http://aksw.org/notInWiki/JacquesVan'tHart""]",0.0,0.0,['http://dbpedia.org/ontology/hybrid'],0.0,0.0
Who is the spouse of Daniel Gibson? ,['http://dbpedia.org/resource/Daniel_Gibson'],['http://dbpedia.org/property/spouse'],['http://dbpedia.org/resource/Daniel_Gibson'],1.0,1.0,[],0,0.0
Name the mouth country of Upper Neretva ?,['http://dbpedia.org/resource/Upper_Neretva'],['http://dbpedia.org/ontology/mouthCountry'],['http://dbpedia.org/resource/Upper_Neretva'],1.0,1.0,[],0,0.0
In how many regions is English American spoken?,['http://dbpedia.org/resource/English_Americans'],['http://dbpedia.org/property/region'],"['http://aksw.org/notInWiki/American', 'http://aksw.org/notInWiki/English']",0.0,0.0,['http://dbpedia.org/ontology/spokenIn'],0.0,0.0
Who has been married to both Penny Lancaster and Alana Stewart?,"['http://dbpedia.org/resource/Penny_Lancaster', 'http://dbpedia.org/resource/Alana_Stewart']","['http://dbpedia.org/ontology/spouse', 'http://dbpedia.org/ontology/spouse']","['http://dbpedia.org/resource/Penny_Lancaster', 'http://dbpedia.org/resource/Alana_Stewart']",1.0,1.0,['http://dbpedia.org/ontology/spouse'],1.0,0.5
Which country does league of Nguendula Filipe belongs to?,['http://dbpedia.org/resource/Nguendula_Filipe'],"['http://dbpedia.org/ontology/league', 'http://dbpedia.org/property/country']",['http://dbpedia.org/resource/Nguendula_Filipe'],1.0,1.0,['http://dbpedia.org/ontology/date'],0.0,0.0
Which party does Iqbal Singh and B Shiva Rao currently belong to?,"['http://dbpedia.org/resource/Iqbal_Singh_(politician)', 'http://dbpedia.org/resource/B._Shiva_Rao']","['http://dbpedia.org/property/party', 'http://dbpedia.org/property/party']","['http://dbpedia.org/resource/B._Shiva_Rao', 'http://aksw.org/notInWiki/IqbalSingh']",0.5,0.5,['http://dbpedia.org/ontology/date'],0.0,0.0
"What is the largest city of the country to whom, the battle honours of 65th Regiment of Foot were given?","['http://dbpedia.org/resource/65th_(2nd_Yorkshire,_North_Riding)_Regiment_of_Foot']","['http://dbpedia.org/ontology/largestCity', 'http://dbpedia.org/property/battleHonours']","['http://dbpedia.org/resource/65th_(2nd_Yorkshire,_North_Riding)_Regiment_of_Foot']",1.0,1.0,[],0,0.0
